,average_covered_charges,average_medicare_payments,average_total_payments,drg_definition,hospital_referral_region_hrr_description,provider_city,provider_id,provider_name,provider_state,provider_street_address,provider_zip_code,total_discharges
8444,18632.47,12689.89,14209.56,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,374 STOCKHOLM STREET,11237,57
8445,24526.62,5488.62,6373.85,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,SARATOGA SPRINGS,330222,SARATOGA HOSPITAL,NY,211 CHURCH STREET,12866,13
8446,16924.85,7226.10,8028.00,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Rochester,ROCHESTER,330226,UNITY HOSPITAL OF ROCHESTER,NY,1555 LONG POND ROAD,14626,20
8447,35316.47,15920.26,17945.11,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,JAMAICA,330231,QUEENS HOSPITAL CENTER,NY,82-68 164TH STREET,11432,19
8448,32132.45,13555.05,15434.41,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,1 BROOKDALE PLAZA,11212,22
8449,77462.24,13504.17,14934.48,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,29
8450,15348.97,7535.55,8152.52,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Syracuse,AUBURN,330235,AUBURN MEMORIAL HOSPITAL,NY,17 LANSING STREET,13021,29
8451,32033.86,11039.03,12523.02,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330236,NEW YORK METHODIST HOSPITAL,NY,506 SIXTH STREET,11215,139
8452,27143.73,17565.67,19620.40,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330240,HARLEM HOSPITAL CENTER,NY,506 LENOX AVENUE,10037,15
8453,40786.79,9476.48,11729.04,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Syracuse,SYRACUSE,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,750 EAST ADAMS STREET,13210,80
8454,22520.71,6233.07,7453.57,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Elmira,UTICA,330245,ST ELIZABETH MEDICAL CENTER,NY,2209 GENESEE STREET,13501,14
8455,25823.39,8677.83,9685.26,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",VT - Burlington,PLATTSBURGH,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,75 BEEKMAN STREET,12901,23
8456,40195.57,8097.23,9019.60,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,ROCKVILLE CENTRE,330259,MERCY MEDICAL CENTER,NY,1000 NORTH VILLAGE AVENUE,11570,30
8457,58419.93,9491.00,10713.07,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,SLEEPY HOLLOW,330261,PHELPS MEMORIAL HOSPITAL ASSN,NY,701 NORTH BROADWAY,10591,15
8458,40195.55,8083.11,8856.79,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,NEWBURGH,330264,ST LUKE'S CORNWALL HOSPITAL,NY,70 DUBOIS STREET,12550,38
8459,49241.30,8392.52,9228.91,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,CORTLANDT MANOR,330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,NY,1980 CROMPOND ROAD,10567,23
8460,26430.54,7111.69,7896.77,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",CT - New Haven,CARMEL,330273,PUTNAM HOSPITAL CENTER,NY,670 STONELEIGH AVENUE,10512,26
8461,32201.52,8933.68,9969.71,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Buffalo,BUFFALO,330279,MERCY HOSPITAL OF BUFFALO,NY,565 ABBOTT ROAD,14220,31
8462,24535.72,9739.87,12689.58,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,101
8463,91494.63,10468.49,11772.17,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,WEST ISLIP,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,1000 MONTAUK HIGHWAY,11795,41
8464,41352.75,7728.11,8435.36,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,WHITE PLAINS,330304,WHITE PLAINS HOSPITAL CENTER,NY,41 EAST POST R0AD,10601,28
8465,35644.58,8395.19,9798.86,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,PLAINVIEW,330331,PLAINVIEW HOSPITAL,NY,888 OLD COUNTRY ROAD,11803,36
8466,45879.12,7655.41,8192.82,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,BETHPAGE,330332,ST JOSEPH HOSPITAL,NY,4295 HEMPSTEAD TURNPIKE,11714,17
8467,45131.91,10139.45,12666.91,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,SOUTHAMPTON,330340,SOUTHAMPTON HOSPITAL,NY,240 MEETING HOUSE LANE,11968,11
8468,25410.21,13907.14,17833.11,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),NY,445 LENOX ROAD,11203,28
8469,25529.16,8503.79,9107.16,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,HARRIS,330386,CATSKILL REGIONAL MEDICAL CENTER,NY,68 HARRIS BUSHVILLE ROAD,12742,19
8470,48924.17,10592.18,13347.54,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,72
8471,16318.55,6023.55,7337.93,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Binghamton,BINGHAMTON,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,10-42 MITCHELL AVENUE,13903,29
8472,38561.83,12713.90,16395.37,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,FAR ROCKAWAY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,327 BEACH 19TH STREET,11691,30
8473,20475.46,18585.77,19817.85,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,NY,760 BROADWAY,11206,26
8474,34667.83,15431.06,17377.72,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330397,INTERFAITH MEDICAL CENTER,NY,1545 ATLANTIC AVENUE,11213,18
8475,35943.23,16795.18,19379.95,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Bronx,BRONX,330399,ST BARNABAS HOSPITAL,NY,4422 THIRD AVENUE,10457,22
8476,64416.22,7230.61,8083.00,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,SMITHTOWN,330401,ST CATHERINE OF SIENA HOSPITAL,NY,50 ROUTE 25A,11787,18
8477,27220.04,3769.47,4997.34,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,KINGSTON,330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,NY,396 BROADWAY,12401,101
8478,12542.22,5764.13,7303.91,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,134
8479,8556.94,6894.88,8058.19,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - White Plains,YONKERS,330006,ST JOSEPH'S MEDICAL CENTER,NY,127 SOUTH BROADWAY,10701,16
8480,11503.13,5894.56,6612.13,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Rochester,WARSAW,330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY,400 NORTH MAIN STREET,14569,16
8481,14331.21,13593.37,15193.16,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Bronx,BRONX,330009,BRONX-LEBANON HOSPITAL CENTER,NY,1276 FULTON AVENUE,10456,19
8482,11494.10,3624.57,4293.93,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Binghamton,BINGHAMTON,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,169 RIVERSIDE DRIVE,13905,30
8483,24279.93,4908.39,6910.62,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,92
8484,16849.58,8229.51,10182.33,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,JAMAICA,330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,89TH AVENUE AND VAN WYCK EXPRESSWAY,11418,73
8485,13004.38,5481.25,6652.73,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,BROOKLYN,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,2525 KINGS HIGHWAY,11229,48
8486,27142.65,5547.55,6376.10,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,POUGHKEEPSIE,330023,VASSAR BROTHERS MEDICAL CENTER,NY,45 READE PLACE,12601,107
8487,28116.41,7004.28,9610.11,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,99
8488,23639.12,9013.39,10899.48,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,EAST MEADOW,330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,2201 HEMPSTEAD TURNPIKE,11554,102
8489,21756.77,7869.33,9037.40,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,STATEN ISLAND,330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,355 BARD AVENUE,10304,30
8490,11701.45,3402.55,4417.31,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Rochester,NEWARK,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,111 DRIVING PARK AVENUE,14513,29
8491,21512.29,5207.43,6303.50,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Binghamton,NORWICH,330033,"CHENANGO MEMORIAL HOSPITAL, INC",NY,179 NORTH BROAD STREET,13815,14
8492,27322.10,5577.65,6524.40,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,BAY SHORE,330043,SOUTHSIDE HOSPITAL,NY,301 EAST MAIN STREET,11706,52
8493,15574.97,3770.40,4819.19,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Elmira,UTICA,330044,FAXTON-ST LUKE'S HEALTHCARE,NY,1656 CHAMPLIN AVENUE,13503,73
8494,27989.35,4066.89,5829.20,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,HUNTINGTON,330045,HUNTINGTON HOSPITAL,NY,270 PARK AVENUE,11743,71
8495,32967.59,7502.14,9645.38,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,NEW YORK,330046,MOUNT SINAI WEST,NY,1000 TENTH AVENUE,10019,66
8496,14287.69,3689.07,4660.38,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,AMSTERDAM,330047,ST MARY'S HOSPITAL AT AMSTERDAM,NY,427 GUY PARK AVENUE,12010,29
8497,21581.67,4036.43,5077.76,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,RHINEBECK,330049,NORTHERN DUTCHESS HOSPITAL,NY,6511 SPRINGBROOK AVENUE,12572,21
8498,29242.25,7378.16,8695.32,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,FLUSHING,330055,NEW YORK-PRESBYTERIAN/QUEENS,NY,56-45 MAIN STREET,11355,76
8499,31532.24,8918.92,11068.68,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,BROOKLYN,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NY,121 DEKALB AVENUE,11201,25
8500,19532.42,3584.80,4533.73,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,ALBANY,330057,ST PETER'S HOSPITAL,NY,315 SOUTH MANNING BOULEVARD,12208,45
8501,9150.00,3214.09,4289.35,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Rochester,GENEVA,330058,GENEVA GENERAL HOSPITAL,NY,196 -198 NORTH STREET,14456,23
8502,46429.30,9147.71,11828.53,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Bronx,BRONX,330059,MONTEFIORE MEDICAL CENTER,NY,111 EAST 210TH STREET,10467,145
8503,21045.47,4545.13,5661.45,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - White Plains,BRONXVILLE,330061,LAWRENCE HOSPITAL CENTER,NY,55 PALMER AVENUE,10708,38
8504,14234.15,5762.77,6867.31,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,NIAGARA FALLS,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,621 TENTH STREET,14302,13
8505,7617.67,4271.83,5395.28,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,BATAVIA,330073,UNITED MEMORIAL MEDICAL CENTER,NY,127 NORTH STREET,14020,18
8506,9297.22,3016.70,3962.61,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Rochester,CANANDAIGUA,330074,F F THOMPSON HOSPITAL,NY,350 PARRISH STREET,14424,23
8507,16147.05,5015.25,6620.40,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,BUFFALO,330078,SISTERS OF CHARITY HOSPITAL,NY,2157 MAIN STREET,14214,40
8508,16370.33,14569.04,16112.00,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Bronx,BRONX,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,234 EAST 149TH STREET,10451,24
8509,10717.82,3425.07,4443.57,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Binghamton,ONEONTA,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,ONE NORTON AVENUE,13820,28
8510,28629.31,6123.06,7356.94,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - White Plains,MOUNT VERNON,330086,MONTEFIORE MOUNT VERNON HOSPITAL,NY,12 NORTH 7TH AVENUE,10550,16
8511,12939.59,3260.89,5431.30,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Elmira,ELMIRA,330090,ARNOT OGDEN MEDICAL CENTER,NY,600 ROE AVENUE,14905,27
8512,12397.45,3960.17,4807.32,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,HUDSON,330094,COLUMBIA MEMORIAL HOSPITAL,NY,71 PROSPECT AVENUE,12534,47
8513,46223.06,8078.56,10633.10,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,201
8514,14618.32,3350.84,5109.11,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,KENMORE,330102,KENMORE MERCY HOSPITAL,NY,2950 ELMWOOD AVENUE,14217,19
8515,9390.22,3432.48,4302.81,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,OLEAN,330103,OLEAN GENERAL HOSPITAL,NY,515 MAIN STREET,14760,27
8516,32085.20,4866.80,5854.11,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NJ - Hackensack,NYACK,330104,NYACK HOSPITAL,NY,160 NORTH MIDLAND AVENUE,10960,46
8517,41313.84,5825.89,7911.71,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,146
8518,24740.46,5165.56,6447.52,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,RIVERHEAD,330107,PECONIC BAY MEDICAL CENTER,NY,1300 ROANOKE AVENUE,11901,48
8519,10114.15,3728.23,4896.62,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Elmira,ELMIRA,330108,"ST JOSEPH'S HOSPITAL, INC",NY,555 ST JOSEPH'S BLVD,14902,13
8520,11615.84,3748.05,5753.58,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Syracuse,ONEIDA,330115,ONEIDA HEALTHCARE,NY,321 GENESEE STREET,13421,19
8521,45780.47,6034.00,7952.86,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,NEW YORK,330119,LENOX HILL HOSPITAL,NY,100 EAST 77TH STREET,10021,43
8522,14165.50,4442.16,5487.71,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Rochester,ROCHESTER,330125,ROCHESTER GENERAL HOSPITAL,NY,1425 PORTLAND AVENUE,14621,58
8523,32293.60,4839.63,5759.02,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - White Plains,MIDDLETOWN,330126,ORANGE REGIONAL MEDICAL CENTER,NY,707 EAST MAIN STREET,10940,65
8524,33498.89,12284.76,14838.30,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Bronx,BRONX,330127,JACOBI MEDICAL CENTER,NY,1400 PELHAM PARKWAY SOUTH,10461,37
8525,45881.88,15171.41,18401.84,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,ELMHURST,330128,ELMHURST HOSPITAL CENTER,NY,79-01 BROADWAY,11373,32
8526,13757.57,5702.47,6667.98,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,COOPERSTOWN,330136,MARY IMOGENE BASSETT HOSPITAL,NY,ONE ATWELL ROAD,13326,47
8527,15747.12,4046.45,5662.12,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Syracuse,SYRACUSE,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,301 PROSPECT AVENUE,13203,106
8528,33924.72,5155.19,6014.58,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,PATCHOGUE,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,101 HOSPITAL ROAD,11772,36
8529,19389.36,4240.24,5359.86,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,SCHENECTADY,330153,ELLIS HOSPITAL,NY,1101 NOTT STREET,12308,50
8530,18238.40,6648.50,7461.75,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Syracuse,WATERTOWN,330157,SAMARITAN MEDICAL CENTER,NY,830 WASHINGTON STREET,13601,20
8531,44451.98,4838.46,5863.82,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NJ - Ridgewood,SUFFERN,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,255 LAFAYETTE AVENUE,10901,50
8532,35081.32,6206.20,8211.23,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,56
8533,17627.50,4204.83,5216.33,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - White Plains,MOUNT KISCO,330162,NORTHERN WESTCHESTER HOSPITAL,NY,400 EAST MAIN STREET,10549,24
8534,11320.21,3959.83,5763.42,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,LOCKPORT,330163,EASTERN NIAGARA HOSPITAL,NY,521 EAST AVENUE,14094,24
8535,10534.98,4542.62,6011.00,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Rochester,ROCHESTER,330164,HIGHLAND HOSPITAL,NY,1000 SOUTH AVENUE,14620,55
8536,44794.10,5705.76,8206.43,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,83
8537,35040.31,7109.55,9025.88,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,NEW YORK,330169,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NY,FIRST AVENUE AT 16TH STREET,10003,101
8538,8841.41,3858.84,4736.47,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Syracuse,CORTLAND,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",NY,134 HOMER AVENUE,13045,32
8539,22629.77,3596.35,5799.97,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,TROY,330180,SAMARITAN HOSPITAL,NY,2215 BURDETT AVENUE,12180,31
8540,24298.80,4575.64,5649.16,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,GLEN COVE,330181,GLEN COVE HOSPITAL,NY,101 ST ANDREWS LANE,11542,25
8541,33315.34,4363.13,5163.24,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,ROSLYN,330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,100 PORT WASHINGTON BOULEVARD,11576,76
8542,22749.38,7112.17,8621.93,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Bronx,NEW ROCHELLE,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,NY,16 GUION PLACE,10802,29
8543,32861.63,4867.05,6017.07,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,PORT JEFFERSON,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,75 NORTH COUNTRY ROAD,11777,76
8544,8189.82,4873.00,5455.91,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,LEWISTON,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,NY,5300 MILITARY ROAD,14092,11
8545,23457.91,4420.49,5401.51,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Albany,GLENS FALLS,330191,GLENS FALLS HOSPITAL,NY,100 PARK STREET,12801,43
8546,19197.09,8291.23,10265.54,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - East Long Island,FLUSHING,330193,FLUSHING HOSPITAL MEDICAL CENTER,NY,45TH AVENUE AND PARSONS BOULEVARD,11355,56
8547,28939.10,8428.96,10272.79,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Manhattan,BROOKLYN,330194,MAIMONIDES MEDICAL CENTER,NY,4802 TENTH AVENUE,11219,113
